Id_aktywacji;Data_aktywacji;FK_Wizyta;FK_Promocja
23378;2024-03-11 14:41:53;77799;5
23379;2024-04-30 13:21:38;77802;16
23380;2024-05-01 02:22:21;77805;9
23381;2024-05-05 16:48:42;77807;19
23382;2024-04-01 22:11:25;77813;18
23383;2024-06-23 09:25:33;77814;11
23384;2024-04-21 01:46:44;77815;8
23385;2024-06-10 13:04:30;77820;1
23386;2024-04-30 00:13:37;77824;8
23387;2024-01-17 16:21:44;77826;5
23388;2024-05-09 11:13:01;77828;10
23389;2024-01-09 00:39:58;77829;6
23390;2024-03-02 16:06:11;77834;11
23391;2024-03-28 01:38:14;77836;9
23392;2024-06-03 10:53:14;77837;16
23393;2024-06-09 18:30:00;77838;17
23394;2024-03-07 23:15:30;77847;18
23395;2024-04-21 00:00:28;77850;20
23396;2024-04-07 21:38:16;77851;17
23397;2024-05-30 06:04:49;77859;4
23398;2024-06-22 06:56:53;77860;5
23399;2024-02-17 22:15:13;77862;11
23400;2024-01-20 11:08:21;77864;11
23401;2024-05-15 00:19:50;77869;12
23402;2024-06-04 01:51:03;77875;16
23403;2024-03-17 15:50:45;77884;13
23404;2024-02-13 14:50:50;77887;15
23405;2024-02-25 21:23:17;77888;5
23406;2024-05-21 09:57:28;77889;15
23407;2024-03-08 20:35:37;77892;6
23408;2024-06-13 12:18:18;77899;12
23409;2024-06-24 02:27:47;77902;11
23410;2024-03-14 20:57:53;77905;2
23411;2024-06-07 05:44:43;77907;5
23412;2024-05-03 23:38:39;77908;17
23413;2024-04-18 06:09:20;77910;14
23414;2024-01-19 08:11:33;77912;16
23415;2024-04-04 21:34:24;77917;5
23416;2024-04-25 00:14:08;77918;3
23417;2024-05-31 22:16:24;77924;18
23418;2024-03-18 19:54:13;77926;18
23419;2024-03-13 16:42:50;77930;13
23420;2024-06-28 17:37:33;77934;9
23421;2024-03-31 11:32:50;77935;15
23422;2024-01-14 22:37:32;77938;17
23423;2024-01-14 22:26:16;77951;1
23424;2024-04-20 06:52:40;77958;4
23425;2024-05-24 22:44:22;77959;10
23426;2024-04-16 01:36:51;77967;7
23427;2024-01-13 06:48:38;77968;10
23428;2024-05-17 03:23:45;77970;8
23429;2024-02-16 09:12:15;77976;8
23430;2024-05-05 16:20:05;77981;19
23431;2024-01-04 17:13:19;77982;3
23432;2024-01-04 22:08:48;77988;12
23433;2024-01-10 11:39:19;77989;18
23434;2024-05-03 08:08:48;77990;20
23435;2024-04-24 22:58:14;77992;7
23436;2024-02-21 17:13:47;77998;12
23437;2024-05-08 19:00:49;77999;11
23438;2024-03-24 16:59:52;78006;3
23439;2024-04-11 22:43:33;78007;3
23440;2024-06-22 20:35:13;78008;6
23441;2024-04-04 14:11:27;78011;9
23442;2024-01-18 07:53:32;78014;1
23443;2024-02-29 06:08:01;78016;8
23444;2024-05-25 19:48:25;78019;16
23445;2024-02-29 14:13:23;78024;17
23446;2024-03-10 09:17:01;78030;15
23447;2024-01-10 06:15:44;78034;9
23448;2024-03-17 18:01:01;78035;16
23449;2024-06-26 06:26:46;78043;7
23450;2024-06-15 04:07:43;78046;4
23451;2024-01-24 06:45:18;78047;5
23452;2024-03-25 07:42:47;78048;20
23453;2024-05-17 12:51:46;78051;9
23454;2024-01-13 22:24:04;78056;12
23455;2024-03-23 15:55:51;78060;15
23456;2024-05-06 07:55:50;78065;11
23457;2024-01-11 14:28:56;78068;1
23458;2024-03-13 15:25:08;78071;16
23459;2024-02-29 07:20:35;78074;16
23460;2024-02-08 22:36:29;78077;10
23461;2024-03-05 15:38:56;78080;1
23462;2024-02-21 14:03:11;78085;9
23463;2024-02-16 15:01:53;78089;19
23464;2024-06-07 01:01:53;78092;17
23465;2024-01-29 00:59:30;78106;4
23466;2024-06-07 13:53:12;78107;2
23467;2024-01-19 14:18:59;78110;18
23468;2024-04-10 16:58:39;78111;2
23469;2024-01-15 13:14:34;78117;19
23470;2024-02-18 17:55:09;78118;11
23471;2024-06-10 08:34:54;78122;3
23472;2024-01-22 15:36:14;78124;11
23473;2024-02-16 00:08:03;78130;19
23474;2024-06-26 12:41:13;78138;6
23475;2024-06-03 19:51:42;78140;1
23476;2024-02-22 22:57:20;78159;2
23477;2024-02-05 02:36:49;78161;2
23478;2024-02-24 21:44:20;78164;14
23479;2024-01-20 13:41:45;78166;15
23480;2024-02-25 11:55:11;78175;8
23481;2024-02-22 10:22:33;78177;10
23482;2024-03-06 19:51:56;78178;7
23483;2024-02-24 21:59:57;78179;10
23484;2024-06-19 20:01:07;78180;20
23485;2024-03-03 13:47:49;78189;19
23486;2024-02-21 21:35:57;78190;6
23487;2024-05-02 17:49:29;78191;19
23488;2024-05-04 07:40:24;78194;11
23489;2024-02-16 06:07:48;78196;15
23490;2024-03-11 16:48:05;78197;13
23491;2024-05-22 19:09:14;78198;17
23492;2024-04-22 09:15:30;78200;13
23493;2024-05-08 06:09:58;78205;10
23494;2024-05-08 08:18:10;78207;18
23495;2024-05-27 18:15:49;78209;15
23496;2024-06-07 02:55:29;78211;5
23497;2024-06-08 09:18:44;78213;18
23498;2024-06-20 14:29:29;78217;7
23499;2024-02-25 03:47:04;78218;9
23500;2024-05-20 09:03:12;78221;7
23501;2024-03-05 09:43:16;78224;19
23502;2024-03-03 20:24:39;78225;19
23503;2024-05-11 05:30:16;78227;11
23504;2024-06-24 18:42:42;78230;12
23505;2024-02-03 09:41:15;78232;10
23506;2024-03-16 00:01:16;78235;17
23507;2024-06-25 03:18:32;78236;9
23508;2024-04-13 02:30:46;78240;4
23509;2024-03-29 20:11:18;78241;9
23510;2024-03-30 21:28:40;78246;19
23511;2024-03-06 23:34:18;78251;14
23512;2024-02-07 01:56:06;78256;6
23513;2024-05-30 10:47:13;78258;14
23514;2024-04-01 09:05:19;78262;17
23515;2024-05-24 19:53:17;78266;2
23516;2024-06-05 23:28:17;78268;12
23517;2024-05-24 14:55:44;78269;7
23518;2024-01-06 03:18:04;78270;16
23519;2024-03-12 21:30:41;78272;20
23520;2024-06-17 21:14:33;78273;17
23521;2024-05-13 19:37:45;78278;14
23522;2024-02-29 23:58:34;78283;6
23523;2024-06-14 02:59:32;78285;7
23524;2024-05-12 11:16:39;78289;18
23525;2024-03-17 08:14:52;78291;19
23526;2024-02-08 19:21:10;78294;7
23527;2024-03-20 09:01:35;78298;9
23528;2024-05-10 00:32:09;78305;13
23529;2024-05-11 08:38:42;78311;4
23530;2024-02-26 22:10:21;78317;15
23531;2024-06-03 10:39:01;78318;12
23532;2024-01-15 11:08:50;78325;16
23533;2024-02-03 14:48:39;78326;5
23534;2024-01-23 01:09:12;78332;4
23535;2024-04-04 23:16:34;78333;7
23536;2024-05-02 13:51:01;78335;6
23537;2024-05-20 15:13:13;78356;5
23538;2024-03-26 07:51:44;78357;19
23539;2024-03-03 14:39:51;78358;13
23540;2024-04-30 23:34:54;78360;8
23541;2024-01-19 22:09:05;78365;8
23542;2024-02-28 06:24:54;78366;3
23543;2024-06-08 19:19:21;78367;11
23544;2024-05-12 13:52:42;78368;7
23545;2024-06-15 16:57:21;78374;19
23546;2024-02-13 04:01:16;78379;18
23547;2024-06-20 19:38:56;78382;3
23548;2024-05-01 16:11:28;78390;20
23549;2024-01-16 23:46:40;78392;17
23550;2024-01-02 21:03:19;78394;12
23551;2024-03-08 00:47:40;78396;8
23552;2024-06-14 11:17:41;78397;15
23553;2024-03-21 10:52:50;78405;11
23554;2024-02-28 04:08:01;78406;18
23555;2024-06-06 13:20:14;78408;12
23556;2024-05-12 22:27:30;78412;11
23557;2024-02-08 04:11:41;78417;10
23558;2024-01-02 00:38:12;78421;7
23559;2024-05-16 14:35:40;78422;15
23560;2024-02-12 06:25:01;78426;13
23561;2024-02-11 07:43:14;78428;6
23562;2024-06-19 08:48:25;78430;7
23563;2024-05-06 04:53:10;78433;19
23564;2024-02-21 08:24:43;78443;19
23565;2024-06-04 10:54:20;78444;16
23566;2024-02-08 06:01:23;78446;15
23567;2024-02-08 17:01:54;78447;12
23568;2024-02-18 03:37:35;78449;20
23569;2024-01-09 20:58:01;78460;6
23570;2024-02-21 06:47:14;78462;11
23571;2024-01-23 19:54:22;78464;20
23572;2024-04-13 07:00:47;78475;15
23573;2024-05-29 09:32:59;78479;2
23574;2024-04-02 12:01:57;78480;18
23575;2024-01-24 04:45:27;78483;5
23576;2024-04-09 14:30:03;78485;13
23577;2024-04-14 07:08:33;78487;1
23578;2024-04-25 21:42:28;78492;2
23579;2024-06-10 08:23:17;78493;12
23580;2024-01-24 02:34:20;78499;10
23581;2024-04-11 23:26:24;78500;13
23582;2024-05-31 20:40:45;78507;15
23583;2024-04-02 14:40:59;78511;13
23584;2024-02-10 11:18:00;78513;5
23585;2024-05-28 23:22:26;78514;6
23586;2024-02-14 23:07:53;78517;2
23587;2024-06-18 16:54:55;78518;18
23588;2024-06-12 05:06:19;78519;4
23589;2024-04-15 16:10:35;78525;10
23590;2024-02-01 12:39:44;78527;12
23591;2024-05-03 11:31:59;78533;16
23592;2024-05-19 11:10:06;78535;14
23593;2024-03-12 09:24:34;78539;14
23594;2024-03-12 18:39:34;78541;3
23595;2024-02-24 23:28:12;78543;14
23596;2024-03-16 03:00:01;78544;7
23597;2024-05-14 13:01:40;78547;16
23598;2024-04-19 23:32:26;78548;4
23599;2024-02-27 04:59:44;78551;13
23600;2024-02-25 01:51:47;78557;5
23601;2024-02-10 22:45:41;78560;13
23602;2024-04-22 03:04:39;78563;10
23603;2024-01-30 06:39:40;78570;20
23604;2024-06-16 00:16:50;78574;18
23605;2024-02-12 20:02:14;78582;15
23606;2024-04-28 18:38:26;78584;9
23607;2024-05-04 19:15:24;78589;10
23608;2024-06-10 03:42:22;78594;10
23609;2024-04-13 18:01:04;78598;16
23610;2024-06-08 06:36:55;78599;3
23611;2024-04-20 09:02:01;78600;9
23612;2024-01-09 02:23:29;78601;1
23613;2024-04-05 14:02:43;78603;4
23614;2024-02-21 16:25:05;78605;11
23615;2024-01-28 19:50:37;78606;4
23616;2024-02-26 02:39:01;78610;12
23617;2024-05-26 18:51:22;78613;16
23618;2024-04-21 18:48:40;78623;15
23619;2024-04-08 05:11:01;78624;10
23620;2024-05-19 22:48:30;78626;10
23621;2024-03-20 00:48:52;78627;20
23622;2024-02-09 21:21:58;78634;15
23623;2024-05-02 07:08:42;78637;13
23624;2024-01-03 04:11:52;78638;13
23625;2024-03-05 04:57:55;78639;10
23626;2024-05-22 11:06:20;78640;20
23627;2024-01-03 08:29:19;78642;1
23628;2024-01-28 10:31:11;78645;20
23629;2024-01-26 03:53:28;78650;16
23630;2024-05-18 10:17:34;78656;6
23631;2024-05-06 07:59:15;78660;1
23632;2024-05-15 16:45:44;78665;14
23633;2024-06-05 20:47:00;78666;11
23634;2024-04-16 12:51:04;78673;12
23635;2024-04-13 04:13:55;78678;15
23636;2024-05-12 20:04:33;78681;16
23637;2024-04-29 14:09:24;78686;20
23638;2024-05-25 15:45:58;78689;7
23639;2024-04-25 06:10:49;78690;7
23640;2024-01-15 00:39:32;78692;13
23641;2024-03-16 10:11:49;78693;8
23642;2024-06-03 03:29:13;78694;5
23643;2024-01-01 12:02:24;78700;2
23644;2024-01-15 14:08:16;78701;5
23645;2024-05-25 03:00:21;78702;6
23646;2024-04-29 15:48:52;78707;7
23647;2024-06-23 02:21:49;78711;12
23648;2024-01-20 06:23:12;78712;14
23649;2024-04-15 06:58:56;78714;17
23650;2024-06-07 20:51:20;78722;6
23651;2024-01-09 07:42:53;78723;11
23652;2024-05-09 20:28:42;78725;5
23653;2024-06-14 02:42:02;78726;6
23654;2024-04-15 06:44:50;78727;12
23655;2024-05-14 03:05:52;78732;5
23656;2024-01-21 08:03:44;78734;16
23657;2024-03-10 00:19:59;78742;17
23658;2024-03-15 17:45:26;78749;3
23659;2024-02-10 08:41:34;78756;1
23660;2024-03-12 06:27:39;78758;1
23661;2024-05-04 01:18:27;78759;11
23662;2024-03-07 12:44:52;78761;15
23663;2024-05-24 20:34:31;78764;14
23664;2024-05-22 06:44:55;78765;15
23665;2024-01-14 10:17:56;78766;20
23666;2024-06-07 20:21:54;78769;7
23667;2024-05-02 20:24:08;78770;20
23668;2024-04-18 03:48:00;78775;7
23669;2024-05-19 16:25:47;78776;14
23670;2024-01-11 17:21:50;78777;18
23671;2024-02-07 13:50:07;78778;19
23672;2024-01-07 19:59:21;78781;16
23673;2024-06-21 21:33:50;78782;8
23674;2024-03-03 13:35:03;78783;12
23675;2024-01-04 15:48:26;78784;14
23676;2024-01-22 09:48:55;78785;5
23677;2024-02-27 01:11:48;78789;2
23678;2024-06-12 15:25:04;78792;2
23679;2024-01-19 04:38:04;78794;1
23680;2024-04-04 15:07:22;78798;7
23681;2024-04-26 11:08:17;78807;2
23682;2024-03-08 00:38:46;78812;18
23683;2024-03-25 15:48:03;78815;15
23684;2024-02-10 07:07:50;78818;3
23685;2024-04-19 04:15:34;78820;9
23686;2024-03-27 06:43:03;78822;16
23687;2024-06-20 21:12:53;78823;9
23688;2024-06-27 03:51:13;78829;16
23689;2024-02-26 03:54:59;78830;20
23690;2024-01-19 16:14:51;78831;6
23691;2024-04-17 01:47:32;78834;18
23692;2024-05-10 05:34:02;78836;8
23693;2024-01-06 16:11:15;78842;19
23694;2024-06-13 03:28:24;78844;9
23695;2024-04-26 08:34:39;78845;17
23696;2024-04-11 01:43:39;78847;15
23697;2024-02-10 19:36:34;78849;10
23698;2024-03-31 21:45:37;78853;3
23699;2024-02-16 19:27:25;78856;18
23700;2024-02-14 21:38:29;78858;7
23701;2024-05-13 08:29:45;78860;10
23702;2024-02-09 22:01:44;78863;4
23703;2024-01-25 09:35:37;78865;7
23704;2024-03-01 18:46:50;78870;14
23705;2024-04-06 08:02:54;78874;2
23706;2024-03-31 04:43:36;78883;13
23707;2024-05-08 02:56:27;78885;11
23708;2024-03-08 04:18:46;78887;19
23709;2024-06-27 10:22:40;78888;20
23710;2024-02-14 01:28:05;78889;20
23711;2024-06-23 03:21:25;78894;17
23712;2024-01-13 00:31:15;78895;4
23713;2024-05-03 16:39:38;78897;5
23714;2024-01-24 23:26:10;78898;7
23715;2024-05-28 07:31:11;78899;17
23716;2024-02-16 13:27:28;78900;20
23717;2024-06-17 22:29:48;78904;17
23718;2024-03-15 00:20:05;78906;8
23719;2024-03-03 11:37:37;78908;13
23720;2024-05-26 13:30:51;78921;3
23721;2024-06-10 11:40:08;78926;2
23722;2024-04-19 00:41:08;78927;6
23723;2024-05-04 17:15:19;78930;1
23724;2024-01-29 02:54:34;78941;17
23725;2024-05-14 08:30:45;78944;18
23726;2024-01-04 15:49:29;78950;3
23727;2024-05-23 02:22:26;78965;13
23728;2024-05-21 14:26:02;78973;15
23729;2024-02-20 08:59:52;78978;18
23730;2024-03-20 22:18:28;78982;1
23731;2024-06-12 18:08:01;78987;2
23732;2024-01-06 23:18:14;78989;7
23733;2024-05-11 20:24:45;78990;12
23734;2024-05-16 12:15:47;78993;7
23735;2024-03-04 05:52:11;79001;9
23736;2024-03-28 19:50:27;79002;20
23737;2024-04-25 21:28:48;79004;16
23738;2024-02-19 05:53:18;79008;2
23739;2024-06-22 04:40:18;79011;18
23740;2024-05-23 04:30:49;79019;7
23741;2024-03-20 02:01:07;79023;15
23742;2024-04-05 08:16:26;79030;9
23743;2024-05-23 04:12:22;79038;8
23744;2024-02-23 21:02:52;79040;14
23745;2024-06-15 00:00:15;79050;1
23746;2024-05-08 15:47:33;79053;12
23747;2024-04-11 17:17:19;79058;6
23748;2024-05-17 13:45:26;79059;15
23749;2024-06-10 17:43:49;79071;4
23750;2024-04-24 18:30:17;79077;16
23751;2024-05-01 10:37:37;79078;17
23752;2024-04-03 20:09:57;79079;6
23753;2024-02-13 11:25:30;79081;11
23754;2024-01-09 01:16:37;79084;6
23755;2024-03-24 19:04:30;79086;1
23756;2024-04-25 13:54:59;79089;2
23757;2024-05-05 20:14:42;79092;13
23758;2024-04-07 19:09:09;79096;2
23759;2024-06-13 18:15:47;79097;6
23760;2024-03-28 09:41:17;79101;1
23761;2024-03-25 17:58:31;79103;11
23762;2024-05-10 03:50:44;79109;7
23763;2024-03-30 17:43:27;79110;16
23764;2024-06-02 18:09:14;79112;6
23765;2024-02-17 07:32:26;79113;18
23766;2024-01-18 11:18:05;79115;8
23767;2024-01-11 03:40:38;79122;6
23768;2024-04-10 05:29:13;79123;15
23769;2024-03-01 11:00:03;79124;18
23770;2024-03-20 11:43:22;79125;7
23771;2024-02-02 09:52:49;79136;2
23772;2024-01-05 03:38:30;79138;13
23773;2024-01-21 19:40:02;79140;1
23774;2024-06-22 13:35:03;79152;10
23775;2024-03-28 02:04:32;79153;7
23776;2024-04-20 06:57:08;79155;16
23777;2024-01-05 07:15:59;79157;18
23778;2024-06-02 18:10:14;79162;3
23779;2024-05-23 06:06:42;79163;7
23780;2024-02-18 17:09:19;79165;10
23781;2024-03-24 19:48:47;79171;17
23782;2024-03-20 00:45:41;79176;19
23783;2024-03-10 11:28:48;79180;17
23784;2024-01-05 15:24:12;79186;14
23785;2024-01-11 10:24:12;79188;19
23786;2024-04-22 19:09:18;79196;16
23787;2024-06-23 12:51:51;79200;12
23788;2024-05-19 15:09:42;79202;9
23789;2024-06-21 04:20:31;79209;5
23790;2024-06-06 16:09:56;79211;11
23791;2024-03-09 07:16:25;79215;19
23792;2024-04-06 12:50:45;79222;16
23793;2024-05-08 10:14:45;79223;18
23794;2024-05-02 20:38:47;79225;18
23795;2024-01-20 00:05:05;79227;10
23796;2024-06-25 16:29:01;79232;4
23797;2024-06-05 16:02:36;79237;5
23798;2024-04-03 02:37:03;79239;17
23799;2024-06-21 17:29:43;79241;16
23800;2024-01-10 01:13:47;79243;20
23801;2024-06-14 23:29:00;79244;4
23802;2024-05-21 07:44:22;79249;16
23803;2024-01-04 05:48:21;79250;9
23804;2024-05-27 23:07:23;79253;17
23805;2024-05-12 21:06:09;79254;17
23806;2024-03-26 23:24:46;79257;13
23807;2024-04-28 13:47:03;79258;4
23808;2024-03-15 02:29:13;79262;7
23809;2024-06-07 13:31:30;79268;2
23810;2024-04-30 14:18:01;79269;5
23811;2024-02-19 03:14:19;79272;3
23812;2024-05-05 22:09:03;79274;9
23813;2024-01-16 13:47:53;79276;10
23814;2024-05-18 02:57:10;79278;12
23815;2024-03-02 20:15:03;79282;13
23816;2024-04-03 10:06:28;79284;15
23817;2024-02-22 11:48:22;79292;7
23818;2024-05-15 05:59:26;79297;5
23819;2024-01-02 00:25:46;79298;9
23820;2024-04-21 13:25:10;79299;14
23821;2024-05-28 22:20:56;79300;1
23822;2024-04-06 23:59:38;79301;1
23823;2024-02-04 17:36:38;79309;16
23824;2024-06-25 22:00:11;79314;5
23825;2024-06-22 12:50:44;79315;4
23826;2024-03-06 10:10:45;79317;13
23827;2024-04-14 06:16:12;79320;10
23828;2024-04-24 04:36:56;79328;6
23829;2024-04-30 12:58:01;79329;9
23830;2024-03-11 19:58:13;79338;2
23831;2024-02-18 15:09:36;79341;4
23832;2024-01-26 08:17:55;79343;8
23833;2024-04-30 12:39:40;79344;5
23834;2024-01-30 14:26:06;79348;20
23835;2024-05-13 01:38:40;79350;7
23836;2024-06-23 21:34:11;79351;6
23837;2024-05-09 14:11:13;79354;1
23838;2024-03-27 01:21:54;79355;16
23839;2024-04-14 18:49:27;79356;3
23840;2024-02-22 10:22:13;79360;9
23841;2024-04-01 17:26:28;79364;13
23842;2024-03-17 08:31:22;79369;15
23843;2024-01-08 01:37:19;79371;12
23844;2024-01-11 15:18:37;79372;9
23845;2024-01-03 15:01:40;79374;10
23846;2024-05-20 20:09:13;79375;19
23847;2024-03-09 21:15:29;79377;9
23848;2024-02-10 14:20:46;79378;6
23849;2024-02-22 09:58:28;79383;8
23850;2024-03-27 09:14:14;79389;15
23851;2024-05-28 23:52:22;79391;14
23852;2024-03-19 21:32:51;79395;8
23853;2024-01-01 14:04:49;79400;20
23854;2024-04-28 07:23:30;79402;15
23855;2024-06-24 10:01:31;79405;13
23856;2024-01-04 20:39:05;79407;19
23857;2024-01-26 10:08:02;79411;7
23858;2024-06-29 05:24:29;79413;11
23859;2024-01-16 17:56:50;79415;6
23860;2024-01-10 14:11:37;79418;12
23861;2024-03-13 23:37:08;79422;4
23862;2024-03-10 04:03:34;79424;2
23863;2024-04-14 14:22:08;79426;7
23864;2024-03-19 02:50:12;79435;13
23865;2024-02-27 06:44:11;79438;9
23866;2024-03-16 10:25:27;79441;8
23867;2024-03-23 03:57:00;79447;19
23868;2024-02-04 19:01:40;79450;11
23869;2024-02-19 10:07:36;79451;11
23870;2024-04-18 14:16:32;79452;12
23871;2024-06-23 19:37:58;79453;9
23872;2024-01-05 09:15:33;79455;13
23873;2024-03-27 18:40:39;79456;3
23874;2024-02-27 11:17:10;79461;18
23875;2024-04-15 22:43:18;79465;7
23876;2024-01-25 23:11:20;79467;11
23877;2024-03-26 03:09:40;79474;8
23878;2024-03-03 00:59:55;79486;18
23879;2024-02-18 14:38:22;79487;14
23880;2024-01-03 19:23:29;79489;5
23881;2024-03-26 12:59:54;79490;18
23882;2024-02-05 14:45:04;79491;14
23883;2024-01-29 00:12:52;79501;7
23884;2024-05-26 14:06:55;79503;15
23885;2024-03-07 19:28:34;79509;15
23886;2024-06-25 18:56:43;79512;8
23887;2024-02-24 10:43:30;79513;1
23888;2024-04-25 21:13:56;79514;6
23889;2024-06-17 11:02:45;79516;10
23890;2024-04-08 13:04:09;79520;2
23891;2024-05-30 19:56:20;79522;11
23892;2024-03-23 06:19:27;79524;19
23893;2024-01-27 05:46:42;79525;11
23894;2024-04-30 06:40:55;79529;17
23895;2024-04-07 14:37:02;79530;16
23896;2024-03-15 08:59:45;79538;5
23897;2024-02-24 21:29:18;79543;9
23898;2024-03-28 22:29:51;79548;9
23899;2024-06-07 09:43:31;79553;12
23900;2024-06-24 17:28:47;79556;3
23901;2024-06-04 01:50:00;79558;6
23902;2024-02-14 14:06:12;79560;17
23903;2024-06-25 01:30:01;79566;16
23904;2024-03-23 08:31:03;79573;17
23905;2024-06-29 03:00:27;79574;7
23906;2024-04-25 10:11:17;79575;2
23907;2024-06-23 18:56:48;79577;10
23908;2024-05-26 23:55:24;79579;12
23909;2024-01-22 06:22:44;79580;8
23910;2024-01-17 18:32:35;79588;10
23911;2024-03-23 02:02:37;79589;11
23912;2024-06-23 23:28:11;79590;14
23913;2024-04-21 23:31:21;79593;11
23914;2024-03-12 02:50:40;79596;10
23915;2024-01-29 11:16:04;79598;19
23916;2024-01-02 09:55:54;79606;14
23917;2024-01-01 05:41:31;79609;11
23918;2024-04-20 05:40:04;79610;1
23919;2024-02-29 09:43:20;79616;4
23920;2024-04-14 20:36:44;79617;15
23921;2024-03-12 07:08:11;79619;10
23922;2024-06-19 06:45:04;79621;13
23923;2024-01-26 17:49:24;79628;2
23924;2024-03-10 23:43:22;79631;9
23925;2024-01-09 23:28:40;79635;3
23926;2024-05-28 02:41:57;79644;7
23927;2024-02-10 15:39:08;79645;12
23928;2024-03-12 10:07:06;79646;4
23929;2024-04-17 01:21:32;79651;7
23930;2024-02-26 17:43:52;79654;7
23931;2024-06-16 03:13:37;79656;16
23932;2024-01-23 20:15:05;79659;14
23933;2024-03-27 17:17:36;79661;3
23934;2024-03-19 18:25:44;79662;8
23935;2024-01-02 03:43:58;79663;20
23936;2024-06-16 03:30:38;79664;20
23937;2024-02-08 12:45:01;79670;16
23938;2024-02-15 14:22:07;79671;4
23939;2024-01-02 13:01:36;79672;19
23940;2024-04-30 16:40:35;79676;15
23941;2024-06-02 06:23:42;79681;15
23942;2024-04-07 16:28:22;79684;6
23943;2024-06-27 01:15:13;79687;9
23944;2024-06-19 01:13:47;79688;14
23945;2024-03-21 22:35:31;79689;13
23946;2024-05-30 12:01:00;79693;12
23947;2024-02-27 11:20:08;79696;16
23948;2024-04-16 07:03:14;79701;19
23949;2024-06-07 10:55:25;79707;1
23950;2024-06-21 01:49:39;79708;18
23951;2024-06-07 21:34:15;79715;17
23952;2024-01-18 10:46:00;79718;6
23953;2024-01-20 20:06:13;79722;8
23954;2024-02-08 02:47:37;79723;11
23955;2024-01-07 20:42:57;79725;13
23956;2024-06-23 17:24:09;79726;2
23957;2024-03-24 03:56:29;79731;12
23958;2024-03-22 15:28:55;79732;11
23959;2024-06-11 00:20:14;79733;16
23960;2024-03-27 08:21:29;79736;4
23961;2024-03-23 09:04:39;79740;10
23962;2024-05-09 02:34:22;79746;6
23963;2024-02-11 15:07:17;79750;10
23964;2024-04-04 16:49:05;79754;3
23965;2024-03-05 19:42:00;79756;15
23966;2024-03-11 21:32:02;79760;18
23967;2024-02-19 13:33:02;79765;10
23968;2024-01-24 04:44:00;79773;20
23969;2024-01-27 01:48:04;79774;8
23970;2024-04-26 00:30:04;79782;16
23971;2024-05-14 09:05:07;79785;8
23972;2024-04-26 15:42:03;79786;20
23973;2024-01-17 01:32:51;79787;3
23974;2024-02-12 11:50:29;79788;16
23975;2024-02-08 13:36:05;79795;18
23976;2024-05-22 09:54:51;79797;14
23977;2024-05-06 17:47:31;79801;20
23978;2024-06-19 16:45:37;79809;20
23979;2024-01-19 22:07:34;79811;7
23980;2024-04-16 12:14:57;79813;6
23981;2024-01-18 15:01:18;79814;10
23982;2024-05-07 08:50:19;79816;11
23983;2024-03-02 15:35:28;79817;14
23984;2024-02-13 00:22:50;79820;17
23985;2024-04-19 08:46:40;79821;20
23986;2024-02-22 14:03:55;79827;17
23987;2024-03-25 09:51:46;79833;4
23988;2024-03-30 02:06:55;79839;16
23989;2024-05-01 05:12:01;79844;9
23990;2024-06-01 16:25:22;79851;7
23991;2024-01-18 08:14:31;79853;12
23992;2024-02-02 08:20:41;79854;3
23993;2024-02-19 13:00:20;79858;6
23994;2024-04-27 15:38:14;79860;10
23995;2024-02-24 09:01:02;79862;1
23996;2024-06-05 02:16:14;79863;5
23997;2024-03-14 12:03:49;79884;10
23998;2024-05-04 18:03:27;79885;6
23999;2024-02-22 17:21:20;79889;3
24000;2024-05-15 16:24:52;79901;2
24001;2024-01-11 03:42:52;79902;6
24002;2024-02-26 05:22:28;79903;5
24003;2024-05-04 11:57:59;79905;17
24004;2024-03-27 06:32:58;79907;19
24005;2024-05-01 15:13:36;79908;10
24006;2024-06-19 02:52:51;79914;19
24007;2024-04-23 05:10:51;79917;10
24008;2024-01-21 03:18:47;79918;9
24009;2024-04-02 23:41:48;79923;7
24010;2024-05-06 03:30:23;79933;18
24011;2024-04-25 23:37:08;79934;15
24012;2024-01-23 10:27:57;79938;10
24013;2024-06-24 16:21:46;79943;3
24014;2024-03-03 00:03:18;79946;15
24015;2024-04-11 09:54:12;79949;19
24016;2024-02-08 10:27:52;79950;16
24017;2024-05-14 17:24:43;79954;9
24018;2024-05-04 20:35:24;79971;19
24019;2024-05-30 18:47:04;79972;6
24020;2024-03-21 21:50:42;79974;19
24021;2024-01-13 12:30:44;79978;19
24022;2024-05-22 07:10:27;79979;3
24023;2024-05-14 01:24:58;79982;17
24024;2024-02-12 17:07:06;79986;20
24025;2024-03-16 12:17:57;79998;9
24026;2024-05-17 02:20:23;80000;6
24027;2024-02-05 03:09:34;80002;11
24028;2024-03-06 14:23:08;80008;6
24029;2024-03-21 16:46:32;80009;15
24030;2024-01-08 19:01:46;80016;8
24031;2024-05-06 04:18:37;80018;11
24032;2024-02-02 06:06:24;80020;12
24033;2024-03-05 04:30:28;80022;15
24034;2024-01-10 20:33:29;80024;19
24035;2024-02-24 23:15:11;80025;7
24036;2024-02-18 14:44:19;80030;4
24037;2024-05-11 23:23:55;80035;3
24038;2024-06-14 08:24:20;80037;17
24039;2024-03-23 01:09:21;80047;2
24040;2024-04-22 19:15:57;80052;8
24041;2024-02-03 14:30:15;80054;12
24042;2024-06-01 19:13:54;80059;20
